64
   1     2.00000   0.00000   0.90000
   2     1.73037  -1.01630   0.90000
   3     1.01630  -1.73037   0.90000
   4     0.00000  -2.00000   0.90000
   5     1.87037   0.00000   0.52222
   6     1.61822  -0.95043   0.52222
   7     0.95043  -1.61822   0.52222
   8     0.00000  -1.87037   0.52222
   9     1.62963   0.00000   0.27778
  10     1.40993  -0.82809   0.27778
  11     0.82809  -1.40993   0.27778
  12     0.00000  -1.62963   0.27778
  13     1.50000   0.00000   0.15000
  14     1.29778  -0.76222   0.15000
  15     0.76222  -1.29778   0.15000
  16     0.00000  -1.50000   0.15000
  17     0.00000  -2.00000   0.90000
  18    -1.01630  -1.73037   0.90000
  19    -1.73037  -1.01630   0.90000
  20    -2.00000   0.00000   0.90000
  21     0.00000  -1.87037   0.52222
  22    -0.95043  -1.61822   0.52222
  23    -1.61822  -0.95043   0.52222
  24    -1.87037   0.00000   0.52222
  25     0.00000  -1.62963   0.27778
  26    -0.82809  -1.40993   0.27778
  27    -1.40993  -0.82809   0.27778
  28    -1.62963   0.00000   0.27778
  29     0.00000  -1.50000   0.15000
  30    -0.76222  -1.29778   0.15000
  31    -1.29778  -0.76222   0.15000
  32    -1.50000   0.00000   0.15000
  33    -2.00000   0.00000   0.90000
  34    -1.73037   1.01630   0.90000
  35    -1.01630   1.73037   0.90000
  36     0.00000   2.00000   0.90000
  37    -1.87037   0.00000   0.52222
  38    -1.61822   0.95043   0.52222
  39    -0.95043   1.61822   0.52222
  40     0.00000   1.87037   0.52222
  41    -1.62963   0.00000   0.27778
  42    -1.40993   0.82809   0.27778
  43    -0.82809   1.40993   0.27778
  44     0.00000   1.62963   0.27778
  45    -1.50000   0.00000   0.15000
  46    -1.29778   0.76222   0.15000
  47    -0.76222   1.29778   0.15000
  48     0.00000   1.50000   0.15000
  49     0.00000   2.00000   0.90000
  50     1.01630   1.73037   0.90000
  51     1.73037   1.01630   0.90000
  52     2.00000   0.00000   0.90000
  53     0.00000   1.87037   0.52222
  54     0.95043   1.61822   0.52222
  55     1.61822   0.95043   0.52222
  56     1.87037   0.00000   0.52222
  57     0.00000   1.62963   0.27778
  58     0.82809   1.40993   0.27778
  59     1.40993   0.82809   0.27778
  60     1.62963   0.00000   0.27778
  61     0.00000   1.50000   0.15000
  62     0.76222   1.29778   0.15000
  63     1.29778   0.76222   0.15000
  64     1.50000   0.00000   0.15000
1
36
     1   1   4      1    2    6    5
     2   1   4      2    3    7    6
     3   1   4      3    4    8    7
     4   1   4      5    6   10    9
     5   1   4      6    7   11   10
     6   1   4      7    8   12   11
     7   1   4      9   10   14   13
     8   1   4     10   11   15   14
     9   1   4     11   12   16   15
    10   1   4     17   18   22   21
    11   1   4     18   19   23   22
    12   1   4     19   20   24   23
    13   1   4     21   22   26   25
    14   1   4     22   23   27   26
    15   1   4     23   24   28   27
    16   1   4     25   26   30   29
    17   1   4     26   27   31   30
    18   1   4     27   28   32   31
    19   1   4     33   34   38   37
    20   1   4     34   35   39   38
    21   1   4     35   36   40   39
    22   1   4     37   38   42   41
    23   1   4     38   39   43   42
    24   1   4     39   40   44   43
    25   1   4     41   42   46   45
    26   1   4     42   43   47   46
    27   1   4     43   44   48   47
    28   1   4     49   50   54   53
    29   1   4     50   51   55   54
    30   1   4     51   52   56   55
    31   1   4     53   54   58   57
    32   1   4     54   55   59   58
    33   1   4     55   56   60   59
    34   1   4     57   58   62   61
    35   1   4     58   59   63   62
    36   1   4     59   60   64   63
